"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 17 07:09:28 GMT 2022","Mon Jan 17 07:09:33 GMT 2022","5047","","Test for login process","","Test for login process","""before all"" hook","""before all"" hook",""
"passed","Mon Jan 17 07:10:24 GMT 2022","Mon Jan 17 07:10:26 GMT 2022","1735","","Test for basic item purchase process","","Test for basic item purchase process","adds an item to the cart and checks if it was successful","adds an item to the cart and checks if it was successful",""
"passed","Mon Jan 17 07:09:21 GMT 2022","Mon Jan 17 07:09:23 GMT 2022","2095","","Test for registration process: successful registration","","Test for registration process: successful registration","creates account and check if it proceeds to registration form","creates account and check if it proceeds to registration form",""
"passed","Mon Jan 17 07:10:10 GMT 2022","Mon Jan 17 07:10:16 GMT 2022","5396","","Test for basic item purchase process","","Test for basic item purchase process","confirms order and checks 'Confirmation' page headline","confirms order and checks 'Confirmation' page headline",""
"passed","Mon Jan 17 07:10:03 GMT 2022","Mon Jan 17 07:10:07 GMT 2022","3248","","Test for basic item purchase process","","Test for basic item purchase process","proceeds to 'Shipping' page and checks page headline","proceeds to 'Shipping' page and checks page headline",""
"passed","Mon Jan 17 07:09:55 GMT 2022","Mon Jan 17 07:09:59 GMT 2022","4259","","Test for login process: unsuccessful login - incorrect password","","Test for login process: unsuccessful login - incorrect password","adds incorrect data (password) and validates that the login was unsuccessful","adds incorrect data (password) and validates that the login was unsuccessful",""
"passed","Mon Jan 17 07:09:45 GMT 2022","Mon Jan 17 07:10:03 GMT 2022","18053","","Test for basic item purchase process","","Test for basic item purchase process","Logs in with credentials and proceeds to 'Addresses' page","Logs in with credentials and proceeds to 'Addresses' page",""
"passed","Mon Jan 17 07:10:13 GMT 2022","Mon Jan 17 07:10:17 GMT 2022","3490","","Test for login process: unsuccessful login - no data","","Test for login process: unsuccessful login - no data","navigates to 'Sign in'page and checks if it opens","navigates to 'Sign in'page and checks if it opens",""
"passed","Mon Jan 17 07:09:33 GMT 2022","Mon Jan 17 07:09:38 GMT 2022","5266","","Test for basic item purchase process","","Test for basic item purchase process","adds an item to the cart and checks if it was successful","adds an item to the cart and checks if it was successful",""
"passed","Mon Jan 17 07:10:17 GMT 2022","Mon Jan 17 07:10:18 GMT 2022","1624","","Test for login process: unsuccessful login - no data","","Test for login process: unsuccessful login - no data","doesn't add any data and validates that the login was unsuccessful","doesn't add any data and validates that the login was unsuccessful",""
"passed","Mon Jan 17 07:09:20 GMT 2022","Mon Jan 17 07:09:25 GMT 2022","4425","","Test for registration process: successful registration","","Test for registration process: successful registration","adds correct registration data and validates that the registration was successful","adds correct registration data and validates that the registration was successful",""
"passed","Mon Jan 17 07:09:43 GMT 2022","Mon Jan 17 07:09:48 GMT 2022","4990","","Test for login process: unsuccessful login - no data","","Test for login process: unsuccessful login - no data","doesn't add any data and validates that the login was unsuccessful","doesn't add any data and validates that the login was unsuccessful",""
"passed","Mon Jan 17 07:10:20 GMT 2022","Mon Jan 17 07:10:22 GMT 2022","2056","","Test for login process: unsuccessful login - incorrect password","","Test for login process: unsuccessful login - incorrect password","adds incorrect data (password) and validates that the login was unsuccessful","adds incorrect data (password) and validates that the login was unsuccessful",""
"passed","Mon Jan 17 07:10:20 GMT 2022","Mon Jan 17 07:10:24 GMT 2022","3621","","Test for basic item purchase process","","Test for basic item purchase process","""before all"" hook","""before all"" hook",""
"passed","Mon Jan 17 07:09:38 GMT 2022","Mon Jan 17 07:09:45 GMT 2022","7098","","Test for basic item purchase process","","Test for basic item purchase process","proceeds to 'Cart summary' page and validates the chosen item in cart","proceeds to 'Cart summary' page and validates the chosen item in cart",""
"passed","Mon Jan 17 07:10:31 GMT 2022","Mon Jan 17 07:10:32 GMT 2022","1187","","Test for basic item purchase process","","Test for basic item purchase process","proceeds to 'Shipping' page and checks page headline","proceeds to 'Shipping' page and checks page headline",""
"passed","Mon Jan 17 07:10:07 GMT 2022","Mon Jan 17 07:10:10 GMT 2022","3747","","Test for basic item purchase process","","Test for basic item purchase process","proceeds to payment, chooses payment method and proceeds to 'Order summary' page","proceeds to payment, chooses payment method and proceeds to 'Order summary' page",""
"passed","Mon Jan 17 07:10:26 GMT 2022","Mon Jan 17 07:10:27 GMT 2022","1241","","Test for basic item purchase process","","Test for basic item purchase process","proceeds to 'Cart summary' page and validates the chosen item in cart","proceeds to 'Cart summary' page and validates the chosen item in cart",""
"passed","Mon Jan 17 07:09:19 GMT 2022","Mon Jan 17 07:09:21 GMT 2022","1532","","Test for registration process: successful registration","","Test for registration process: successful registration","navigates to 'Sign in'page and checks if it opens","navigates to 'Sign in'page and checks if it opens",""
"passed","Mon Jan 17 07:10:10 GMT 2022","Mon Jan 17 07:10:13 GMT 2022","3322","","Test for login process","","Test for login process","""before all"" hook","""before all"" hook",""
"passed","Mon Jan 17 07:09:16 GMT 2022","Mon Jan 17 07:09:18 GMT 2022","2153","","Test for registration process: successful registration","","Test for registration process: successful registration","navigates to 'Sign in'page and checks if it opens","navigates to 'Sign in'page and checks if it opens",""
"passed","Mon Jan 17 07:10:27 GMT 2022","Mon Jan 17 07:10:31 GMT 2022","3744","","Test for basic item purchase process","","Test for basic item purchase process","Logs in with credentials and proceeds to 'Addresses' page","Logs in with credentials and proceeds to 'Addresses' page",""
"passed","Mon Jan 17 07:09:48 GMT 2022","Mon Jan 17 07:09:55 GMT 2022","6544","","Test for login process: unsuccessful login - incorrect email address","","Test for login process: unsuccessful login - incorrect email address","adds incorrect data (email) and validates that the login was unsuccessful","adds incorrect data (email) and validates that the login was unsuccessful",""
